keywords,comments,years,trans_comments
韓国旅行 韓国のお祭り,行かないからイイ,2023,안 가도 괜찮아
韓国旅行 韓国のお祭り,屋台でぼったくりされるからおつりはすぐに確認しないとやばい _ １回それでぼったくられたけど確認したからいけました,2023,포장마차에서 바가지를 씌우므로 거스름돈을 바로 확인하지 않으면 위험하다 _ 한 번은 바가지를 씌워졌지만 확인했더니 괜찮았다.
韓国旅行 韓国のお祭り,韓国人youtuberの動画とかよく見てるけど韓国のタクシーは出所したドライバーも結構多くて運悪かったら反日ドライバーも居るみたいお店でのぼったくりとか色々気をつけないといけなかったりそこまでして韓国行きたい韓国好きなら家で韓国ドラマ見てた方が気分良く過ごせそう韓国の民度が日本並みになればいいのにね,2023,한국인 유튜버의 동영상이나 자주 보는데 한국 택시는 출소한 기사도 꽤 많고 운이 나쁘면 반일 기사도 있는 것 같고 가게에서 바가지요금이라든지 여러 가지 조심해야 하고 그렇게까지 해서 한국 가고 싶으면 한국 좋아하면 집에서 한국 드라마 보고 있는 게 기분 좋게 보낼 수 있을 것 같아요. 그래 한국의 민도가 일본과 비슷해졌으면 좋겠다.
韓国旅行 韓国のお祭り,ギリ聞こえるくらいにチョッパリって言われてる事も気づいてないんだろうな こんな奴が居るから日本人が何十年も舐められるんだよ,2023,"귀에 쏙쏙 들릴 정도로 '짤방'이라는 소리를 듣고 있다는 것도 모르고 있겠지, 이런 놈이 있기에 일본인이 수십 년 동안 핥아먹는 거다."
韓国旅行 韓国のお祭り,同じくタクシーですが財布ごと取られそうになりました出してあげるってショルダー型の財布で行ったので大丈夫でしたがショルダー型じゃない場合は気を付けた方がいいと思います,2023,역시 택시인데 지갑을 통째로 뺏길 뻔 했어요 저는 숄더형 지갑을 들고 갔기 때문에 괜찮았지만 숄더형이 아니라면 조심하는 것이 좋을 것 같아요.
韓国旅行 韓国のお祭り,行かないからなぁ,2023,안 가니까
韓国旅行 韓国のお祭り,行かなきゃ一番イイ とても先進国とは言えない民族,2023,안 가면 가장 좋은 나라 선진국에 속하지 못하는 민족
韓国旅行 韓国のお祭り,どれもないなー てか1度も海外でトラブルない20年日本と海外住んでりゃないのかな みんな大変ですねー,2023,하나도 없네요~ 아니 한 번도 해외에서 트러블 없이 20년 동안 일본과 해외에서 살지 않으면 안 되는 건가요~ 다들 힘드네요~!
韓国旅行 韓国のお祭り,10年以上前の話ですが交差点の曲がり角に路駐していた乗用車に路線バスがまぁまぁの速度で激突バスは日常茶飯事なのかスルーして通過乗用車の運転手らしきオバサンが韓国語で今見たよねぶつけられたよねと大声でこちらに訴えてきたが日本人なので困惑と返すとケッと言って去っていった ちなみにぶつかった衝撃でなんらかの部品がこちらに飛んできたのを覚えています,2023,10여년전 이야기인데 교차로 모퉁이에 노상주차하고 있던 승용차에 노선버스가 그저 그런 속도로 충돌 버스는 일상적인 일인지 지나가던 승용차 운전자로 보이는 아줌마가 한국어로 방금 봤지 부딪혔지 않느냐고 큰 소리로 항의해 왔지만 일본인이기 때문에 당황스럽다고 답했더니 큭 하고 가버렸어요. 가버렸어요 참고로 부딪힌 충격으로 어떤 부품이 이쪽으로 날아 온 것을 기억하고 있습니다.
韓国旅行 韓国のお祭り,行かないから大丈夫,2023,안 가니까 괜찮아
韓国旅行 韓国のお祭り,地下鉄の乗り降りする時 日本のsuicaみたいに少し長くタッチしてると 2回分の判定を受け 出る時の改札で出れなくなる 駅員を呼んで説明しなきゃでれないから 特にコミュ障気を付けよう,2023,지하철을 타고 내릴 때 일본의 suica처럼 조금만 오래 터치하면 2번의 판정을 받아 개찰구에서 못 나가게 되어 역무원을 불러서 설명해야 하므로 특히 주의해야 한다.
韓国旅行 韓国のお祭り,これ韓国はボッタクリで トイレもないと言わんばかりの 酷い内容,2023,이건 마치 한국은 화장실도 없는 나라라고 말할 수 있을 정도로 끔찍한 내용입니다.
韓国旅行 韓国のお祭り,逆に日本でよくあるトラブルっていうとなんなんだろ,2023,반대로 일본에서 자주 발생하는 트러블은 무엇일까?
韓国旅行 韓国のお祭り,行かない関わらない,2023,가지 않는다 관여하지 않는다
韓国旅行 韓国のお祭り,そんな事ばかり心配してたら旅行楽しめないまあ100行く事はないけど,2023,"그런 걱정만 하고 있으면 여행을 즐길 수 없으니까요.......뭐, 100번도 안 가겠지만요."
韓国旅行 韓国のお祭り,行く奴がバカ,2023,가는 놈이 바보
韓国旅行 韓国のお祭り,流石詐欺大国笑,2023,역시 사기 대국ㅋㅋㅋ
韓国旅行 韓国のお祭り,もう日本から出たくない,2023,더 이상 일본을 떠나고 싶지 않다
韓国旅行 韓国のお祭り,いくの怖くなってきた,2023,가는 것이 무서워졌다
韓国旅行 韓国のお祭り,それなら最初から行かなければいい俺なら韓国は絶対に行かない,2023,그럼 처음부터 가지 않으면 되는 거지 나 같으면 한국 절대 안 갈 거야
韓国旅行 韓国のお祭り,生活基盤に近いサービスでぼったくりがよくあるって韓国ってどんな民族が住んでるのかって本当に嫌気しかないって書くとそんなの日本だけがないだけだって言う人いるだろうな当たり前のことを当たり前にする日本で良かったと思うよ,2023,"생활기반에 가까운 서비스에서 바가지요금이 많다고 한국은 어떤 민족이 사는지 정말 혐오스러울 뿐이라고 쓰면 그런 건 일본밖에 없다고 말하는 사람이 있을 텐데, 당연한 것을 당연하게 여기는 일본이라 다행이라고 생각해요."
韓国旅行 韓国のお祭り,タクシーでメーター付けられてなかったので到着してから私の言い値大体の相場で降ろしてくれないなら通報しますと言って降ろしてもらいました タクシーには必ず通報用の電話番号の記載があるのでそれにかけるフリさえすれば,2023,택시에 미터기가 달려있지 않아서 도착 후 제가 제시한 가격대로 내려주지 않으면 신고하겠다며 내려달라고 했더니 내려주었습니다. 택시에는 반드시 신고용 전화번호가 적혀있기 때문에 그 번호로 전화하는 척만 하면 됩니다.
韓国旅行 韓国のお祭り,3つとも日本でも気をつけないといけないことですねきちんと情報収集せずに旅をしたらそりゃ危ないわ,2023,"세 가지 모두 일본에서도 주의해야 할 점인데, 정보 수집을 제대로 하지 않고 여행하면 위험할 수도 있겠네요."
韓国旅行 韓国のお祭り,ぼったくられて妹が英語で舐めとんのかちゃんとかえさんかいって低い声で怒ったら舌打ちされた 楽しかったけどさ,2023,사기를 당해서 여동생이 영어로 핥아톤카짱이랑 에에상씨라고 낮은 목소리로 화를 내면 혀를 차는 바람에 재미있었지만요
韓国旅行 韓国のお祭り,関わった時点で終わりw そも行くのが間違い,2023,관여하는 순간 끝 w 그것도 가는 게 잘못이다.
韓国旅行 韓国のお祭り,そんなややこしい国には行かんことやな,2023,그런 복잡한 나라에는 가지 말아야지!
韓国旅行 韓国のお祭り,韓国に行くのが間違いですよ,2023,한국으로 가는 것은 실수예요!
韓国旅行 韓国のお祭り,ナイス情報です,2023,좋은 정보입니다.
韓国旅行 韓国のお祭り,行かない,2023,가지 않는다
韓国旅行 韓国のお祭り,日本人被害者多く出てるんだから行かないように注意しないでトラブルあって被害受けるかもしれんけど旅行してね的スタンスで楽しそうに紹介してんのおかしくねよくあるトラブルさんせーんとかおかしくねよくあるんだろダメだろそんな国,2023,"일본인 피해자가 많이 나오고 있으니까 가지 않도록 주의하고 트러블이 생겨서 피해를 입을지도 모르지만 여행해라, 자주 있는 트러블 산센이라든가 자주 있는 거 아니야, 안 되는 거 아니야 그런 나라........"
韓国旅行 韓国のお祭り,行かないのが一番 ボッタくり病気死にたい奴だけ行けばいい,2023,가지 않는 것이 가장 좋다 사기를 당하고 병들어 죽고 싶은 사람만 가면 된다.
韓国旅行 韓国のお祭り,こんなモラルの低い後進国が 日本の事を自分たちの国より遅れている後進国だと言ってくる無知さ,2023,이런 도덕성이 낮은 후진국이 일본을 자기네 나라보다 뒤떨어진 후진국이라고 말하는 무식함.
韓国旅行 韓国のお祭り,これで日本を超えたとか言えるのか民度低すぎる行くことはない行くなら台湾,2023,이걸로 일본을 넘어섰다고 할 수 있을까 민도가 너무 낮다 갈 수 없다 갈 거면 대만!
韓国旅行 韓国のお祭り,新木場から舞浜に急いでて5千なんぼか言われたけど今だにぼったくりか判断付かない高速乗ったしもう思い出にしとこ,2023,신키바에서 마이하마로 서둘러서 5천원인가를 받았는데 아직도 바가지인지 아닌지 판단이 안서는 고속으로 탔고 이제 추억으로 남길게요.
韓国旅行 韓国のお祭り,行かない事を強くお勧めします,2023,가지 않는 것을 강력히 추천합니다
韓国旅行 韓国のお祭り,行きたくねーーー,2023,가고 싶어요~~~!
韓国旅行 韓国のお祭り,日本の常識は韓国の非常識韓国の食べものは日本人に合いません,2023,일본의 상식은 한국의 비상식 한국 음식은 일본인에게 맞지 않습니다.
韓国旅行 韓国のお祭り,朝鮮は絶対に行かない,2023,조선은 절대 가지 않는다
韓国旅行 韓国のお祭り,タクシーはぼったくり ホテルのドアマンにタクシーを呼んでもらって行き先も伝えてもらったのに全然違う場所に連れて行かれたー google mapの位置情報をスクショしてホテルのドアマンに見せて本当の行き先まで無料で行きましたー,2023,택시는 바가지요금 호텔 도어맨에게 택시를 불러달라고 하고 목적지도 알려줬는데 전혀 다른 곳으로 데려가더라~ google map의 위치정보를 스샷으로 찍어서 호텔 도어맨에게 보여줘서 진짜 목적지까지 무료로 갔어~!
韓国旅行 韓国のお祭り,反韓アンチ国民多くてびっくり,2023,반한 반국민이 많아서 놀랐다
韓国旅行 韓国のお祭り,友達と韓国旅行して合間一人行動したりしたけどぼったくりも何もされなかった 日本の方が生活しやすいのは間違いないけど郷に入っては郷に従えというやつなのでは 慣れない場所国で油断をしてはいけない,2023,"친구와 함께 한국여행을 하면서 틈틈이 혼자 행동하기도 했지만 바가지도 당하지 않았고, 일본 쪽이 생활하기 편한 것은 틀림없지만, 낯선 곳의 나라에서 방심은 금물이다."
韓国旅行 韓国のお祭り,詐欺世界一の国だから仕方ない,2023,사기 세계 1위의 나라니까 어쩔 수 없다
韓国旅行 韓国のお祭り,最近福岡に行ってきた韓国人です 親切な人は親切でしたが肌寒い方もいました 特に言葉が通じないからといって出て行けと言ったり韓国人が嫌いな食堂もあってそのまま出たこともあります ぼったくりは実はどこにでもあるし私が行った湯布院も結構高かったんですけどやっぱり観光地はどこに行っても仕方ないみたいです 一蘭ラーメンとか敢えて現地の人は行かないですから私は日本が好きで勉強をしました 韓国が嫌いな方々は仕方ないですがケンカしないでください そしてあまり憎まないでください,2023,최근 후쿠오카에 다녀온 한국인입니다 친절한 사람은 친절했지만 쌀쌀한 사람도 있었습니다 특히 말이 통하지 않는다고 나가라고 하거나 한국인을 싫어하는 식당도 있어서 그대로 나간 적도 있습니다 바가지요금은 사실 어디에나 있고 제가 갔던 유후인도 꽤 비쌌지만 역시 관광지는 어디든 어쩔 수 없는 것 같습니다. 어디를 가도 어쩔 수 없는 것 같아요 일란라면이라든가 현지인들은 굳이 가지 않으니 저는 일본을 좋아해서 공부를 했습니다 한국을 싫어하는 분들은 어쩔 수 없지만 싸우지 마시고 너무 미워하지 마세요 그리고 너무 미워하지 마세요
韓国旅行 韓国のお祭り,十年は前かなコンビニで買い物した後買い忘れがあって戻ったんだけどレジでさっき買ったやつ指さされて怒鳴られて韓国語もわからないし困ってたら買ったやつをレジしてくれた店員さんが助けてくれたんだけど怖かったわ,2023,"10년 전쯤인가 편의점에서 쇼핑을 하다가 깜빡 잊은 물건이 있어서 돌아갔는데, 계산대에서 아까 산 물건을 가리키며 고함을 지르고 한국말도 못 알아듣고 난감해하고 있는데, 계산을 해준 점원이 도와줬는데 무서웠어요."
韓国旅行 韓国のお祭り,お店のぼったくりや店舗トイレサービスなんか韓国だけに限らず全世界共通であって 日本だけが特別の文化の国だお思います,2023,"가게 바가지요금이나 매장 화장실 서비스 같은 것은 한국뿐만 아니라 전 세계 공통이고, 일본만이 특별한 문화의 나라라고 생각합니다."
韓国旅行 韓国のお祭り,絶対行かない何故反日教育を受けている国にわざわざ行く必要があるのか分からない今はワールドカップとwbcに韓国が出場禁止にならないかなあと思っているくらいに大嫌いです,2023,"절대 가지 않겠다, 왜 반일교육을 받는 나라에 굳이 갈 필요가 있는지 모르겠다, 지금은 월드컵과 WBC에 한국이 출전금지 당하지 않을까 싶을 정도로 싫어한다."
韓国旅行 韓国のお祭り,行かない 価値ない 興味ない,2023,안 간다 가치 없다 관심 없다
韓国旅行 韓国のお祭り,エセ関西弁が匂うほどなんか不自然な喋り方笑,2023,가짜 간사이 사투리 냄새가 날 정도로 어딘가 부자연스러운 말투ㅋㅋㅋ
韓国旅行 韓国のお祭り,反日の国より親日の国行きたいお隣さんは台湾だと思ってる,2023,반일국가보다 친일국가로 가고 싶은 이웃나라가 대만이라고 생각한다.
韓国旅行 韓国のお祭り,コメ欄右翼湧いてて草,2023,댓글란 우익이 솟아나서草
韓国旅行 韓国のお祭り,ぼったくりwww,2023,바가지 WWW
韓国旅行 韓国のお祭り,路線バスはけっこうスピードを出したり乗降をテキパキしないとすぐ出発したりするので注意が必要です,2023,노선버스는 꽤 속도를 내거나 승하차를 빨리 하지 않으면 금방 출발하기 때문에 주의가 필요하다.
韓国旅行 韓国のお祭り,コメ欄が言い方きつい人多くてびっくりしたわざわざコメント欄に書く必要ないのに虚勢張ってなにがしたいんだ 主さんの動画参考になります私も修学旅行で韓国行きたくて注意点とか気になってました,2023,댓글란이 말투가 심한 사람 많아서 놀랐어요 굳이 댓글란에 쓸 필요도 없는데 허세를 부려서 뭘 하려는 건지 주씨의 영상 참고가 됩니다 저도 수학여행으로 한국 가고 싶어서 주의점이나 궁금한 점이 많았어요
韓国旅行 韓国のお祭り,素敵な旅行になりそうですね 大韓民国の人柄や反日感情が良くわかる動画ですね,2023,멋진 여행이 될 것 같네요 대한민국의 인격과 반일감정을 잘 알 수 있는 영상이네요!
韓国旅行 韓国のお祭り,韓国だけではなくぼったくりはどこでもあるわ タクシーは基本韓国では乗らないです バスが地下鉄ですね,2023,바가지요금은 한국뿐만 아니라 어디든 있습니다 택시는 기본적으로 한국에서는 택시를 타지 않습니다 버스는 지하철입니다.
韓国旅行 韓国のお祭り,そこまでして行くメリット,2023,거기까지 가는 장점
韓国旅行 韓国のお祭り,行っても益がないキムチは日本でも食える,2023,가도 소용없는 김치는 일본에서도 먹을 수 있다.
韓国旅行 韓国のお祭り,アホが行く国,2023,바보가 가는 나라
韓国旅行 韓国のお祭り,韓国は昔からぼったくり多いタクシーはホテルのフロントに呼んでもらってフロントの人に必要事項を運転手に伝えて貰う帰りも同じタクシーに迎えに来て貰うもし不都合があった時はホテルフロントからクレー厶を入れて貰う,2023,"한국은 예로부터 바가지 요금이 많은 택시는 호텔 프론트에 불러서 프론트 직원에게 필요한 사항을 기사에게 알려주고, 돌아오는 길에도 같은 택시를 불러달라고 한다. 만약 불편함이 있으면 호텔 프론트에서 크레임을 넣어준다."
韓国旅行 韓国のお祭り,この前釜山一人旅してきたけど楽しかったよ 人生初ストーカーされかけたけどフェイントしたりでまいた 危機管理は己今回は無事だったけどもし相手が本気で狙っていたらと思うと怖いよね でもストーカーもぼったも日本なら絶対起きないという保証はない それが解決しやすいかどうかは置いといて 行くことでどんな危険があるかやっぱり自分の頭で考えて瞬時に判断できるような策を頭に入れておくくらいしか出来ない 私は好奇心を消すことはできなかったから行ったけど考え方や重要度は人それぞれだ,2023,지난번 부산 혼자 여행 다녀왔는데 즐거웠어요 인생 처음으로 스토킹 당할뻔 했는데 페이크 당할뻔 했어요 위기관리는 나 이번엔 무사했지만 만약 상대가 진짜로 노렸다면 어땠을까 생각하니 무섭네요 하지만 스토킹도 바가지도 일본이라면 절대 일어나지 않는다는 보장은 없으니까요 해결이 쉬울지는 모르지만 떠나서 가는 것이 어떤 위험이 있는지 역시 자신의 머리로 생각하고 순간적으로 판단할 수 있는 대책을 머릿속에 넣어두는 정도밖에 할 수 없다 나는 호기심을 지울 수 없었기 때문에 갔지만 생각이나 중요도는 사람마다 다르다.
韓国旅行 韓国のお祭り,そもそも 韓国に行く人って 日本人なのお化け屋敷に行く感覚なのかな,2023,애초에 한국에 가는 사람은 일본인인데 유령의 집에 가는 느낌일까요?
韓国旅行 韓国のお祭り,ここすごいね笑 って言いながら韓国が1お互いの国が好きな人は行けばいい海外行ってからこそ自分の国の便利さと不便が見えてくるそうしない限りいつまで経ってもガラパゴス,2023,
韓国旅行 韓国のお祭り,韓国旅行楽しかったけどトイレだけは無理だっただいたい汚くてペーパーなかったり流せないからゴミ箱に使用済みペーパー溜まってたり,2023,한국 여행은 즐거웠지만 화장실만 힘들었다 대체로 더러워서 휴지가 없거나 휴지를 버리지 못해서 쓰레기통에 휴지가 쌓여있었다.
韓国旅行 韓国のお祭り,みんななんで絶対いかないとか行かない方がいいとか言ってるの,2023,왜 다들 절대 가지 말라고 하거나 가지 않는 게 좋다고 하는 거죠?
韓国旅行 韓国のお祭り,こんな民度の低いかつ日本を憎んでいる国に行っちゃダメだよ,2023,이런 민도가 낮고 일본을 증오하는 나라에 가면 안 돼요!
韓国旅行 韓国のお祭り,オイフザケンナヨ来るんじゃねぇ猿,2023,오이후자켄나요 오지마라 원숭이들아!
韓国旅行 韓国のお祭り,行かないほうがって言ってるひとは日本しか見ずに人生を終える,2023,안 가겠다고 말하는 사람은 일본만 보고 인생을 마감한다.
韓国旅行 韓国のお祭り,韓国語に自身がある人ならタクシー何台にも料金いくらぐらい出るか聞いてみるのもコツかも,2023,한국어에 자신 있는 사람이라면 택시 몇 대에 요금이 얼마인지 물어보는 것도 요령일지도 모르겠다.
韓国旅行 韓国のお祭り,あご足つきでも行かない,2023,턱걸이를 해도 안 간다
韓国旅行 韓国のお祭り,タクシー高,2023,택시비
韓国旅行 韓国のお祭り,ぼったくんな笑笑,2023,보따리장수 웃음 웃음
韓国旅行 韓国のお祭り,こういうの知ると韓国行くの面倒臭いなw,2023,이런 걸 알면 한국 가는 게 귀찮아지는데 ww
韓国旅行 韓国のお祭り,何故あんな所に行くのか気が知れない いい加減気が付け,2023,왜 저런 곳에 가는지 모르겠어........
韓国旅行 韓国のお祭り,カカオタクシーで呼んだのにナビガン無視されてナビが警告だしてたwww 真逆行かれて時間も倍料金も予定額とは違ってびっくり初韓国の思い出他の人はナビ通り行ってくれたけど,2023,카카오택시로 불렀는데 내비건 무시당하고 내비가 경고를 내렸음ㅋㅋㅋ 정반대로 가고 시간도 2배 요금도 예정금액과 달라서 깜짝 놀랐던 첫 한국 추억 다른 사람들은 내비대로 가줬는데
韓国旅行 韓国のお祭り,一度行ったこと有るが 見るものない旨いものないうるさい汚い気分悪い3泊だったけど2日目から日本帰りたかったナ,2023,한 번 가봤지만 볼거리도 없고 맛도 없고 시끄럽고 더럽고 기분 나쁜 3박이었지만 2일째부터 일본으로 돌아가고 싶었다.
韓国旅行 韓国のお祭り,なぜか日本のメディアは韓国のいいことしか言わないから要注意 行ってみるとわかる後進国,2023,일본 언론은 왠지 한국 좋은 말만 하는 것 같으니 주의해야 한다. 가보면 알 수 있는 후진국
韓国旅行 韓国のお祭り,wowパス便利だからと現金全部チャージしてしまってtmoneyに入れる現金がなくて地下鉄に乗れずに困ったことがあります,2023,와우패스가 편리하다고 현금을 다 충전해버려서 tmoney에 넣을 현금이 없어서 지하철을 못 타서 곤란했던 적이 있습니다.
韓国旅行 韓国のお祭り,行かない買わない食べない乗らないトラブル防止のため肝に銘じよう,2023,"가지 않고, 사지 않고, 먹지 않고, 타지 않는 트러블 방지를 위해 명심하자!"
韓国旅行 韓国のお祭り,行こうとしてる人がトラブルを共有しようとしている動画なのにいかなければいいという主旨のコメントの意味がわからん 自宅にいたって空から飛行機が墜落してくるかもしれないのに慣れない他国に行くのにトラブルがないなんてこと無いわけでそれは韓国に限らずどこの国だってそう韓国は気軽に行きやすいから注意せずに行く子が増えてきている中動画主がせっかくわかりやすく注意喚起をしてくれているのだから最初から話に腰を折るようなことはしないでください つまりハナから行く気がない野次馬は黙ってろってことです,2023,"가려고 하는 사람이 어려움을 공유하려는 영상인데 가지 말라는 취지의 댓글의 의미를 모르겠음 집에 있으면 하늘에서 비행기가 추락할지도 모르는데 익숙하지 않은 다른 나라에 가는데 어려움이 없다는 건 있을 수 없는 일이고 그건 한국뿐만 아니라 어느 나라든 마찬가지임. 한국은 쉽게 가기 쉬워서 주의하지 않고 가는 애들이 많아지고 있는 상황에서 동영상 주인이 모처럼 알기 쉽게 주의를 환기시켜주고 있는 거니까 처음부터 이야기에 끼어들지 말아주세요 즉, 하나부터 갈 생각이 없는 구경꾼은 닥치라는 얘기입니다."
韓国旅行 韓国のお祭り,数年前深夜の三角池忠武路に ６万言われたが断って次に止まったタクシーに６千位で大丈夫で無事に着いた記憶アリ 日本人二人でハングル検定３級レヴェル会話にて,2023,몇 년 전 심야에 삼각지 충무로에서 6만원을 요구했지만 거절하고 다음에 멈춘 택시에 6천원으로 무사히 도착한 기억이 있음 일본인 둘이서 한글검정 3급 수준의 회화에서
韓国旅行 韓国のお祭り,そんな思いしてまで行くような国か,2023,그런 생각까지 하는 나라인가?
韓国旅行 韓国のお祭り,もう30年近く前になるが2回ほど韓国に行きました あんな国に行ったのは人生最大の汚点です,2023,벌써 30년 가까이 지났지만 두 번 정도 한국에 다녀왔습니다. 그런 나라에 다녀온 것은 제 인생에서 가장 큰 오점입니다.
韓国旅行 韓国のお祭り,まじで日本は特別だと思った方がいい 多少の不便やトラブルは海外ではつきもの それが怖いならどこにも行かずに自宅にこもって井の中の蛙してなよ あとこの動画って行く人向けの動画だから行かないやつはコメントせず興味なしでええて,2023,진짜로 일본은 특별하다고 생각하는 게 좋을 거야 약간의 불편함이나 트러블은 해외에 가면 있기 마련이야 그게 무서우면 아무데도 가지 말고 집에 틀어박혀 우물 안 개구리처럼 지내라 그리고 이 영상은 가는 사람만 보는 영상이니까 안 가는 사람은 댓글 달지 말고 관심도 없이 그냥 넘어가라
韓国旅行 韓国のお祭り,うーん台湾に行こか,2023,음... 대만에 가볼까?
韓国旅行 韓国のお祭り,こんだけ先進国なのに未だにモラル無い奴多いんか,2023,이 정도 선진국인데 아직도 도덕적이지 못한 놈들이 많은가?
韓国旅行 韓国のお祭り,焼き肉屋でぼったくり日本人と韓国人を分けて席に案内する日本語メニューをくれるが馬鹿高い 同じ店なのに韓国人グループだと格安,2023,고깃집에서 바가지를 씌워 일본인과 한국인을 분리해서 좌석으로 안내하는 일본어 메뉴판을 주는데 엄청나게 비싸다 같은 가게인데 한국인 단체라면 저렴하다.
韓国旅行 韓国のお祭り,行かないのが一番だ 自国の恥をよくぞ恥ずかしげもなく晒せたものだが あ恥の概念がないから野球応援やアイドルがストリップダンスを平気で踊れるんだったな,2023,"안 가는 게 최선이다, 어떻게 자국의 치욕을 부끄러움 없이 드러낼 수 있었을까, 부끄러움의 개념이 없으니 야구 응원이나 아이돌이 스트립댄스를 아무렇지도 않게 추는 거지."
韓国旅行 韓国のお祭り,アフォかい 南半島に 行く,2023,아포카이 남해안으로 가다
韓国旅行 韓国のお祭り,二度と行きたくな,2023,다시 가고 싶다
韓国旅行 韓国のお祭り,行かないのが賢明 行くなら台湾,2023,가지 않는 것이 현명하다 가려면 대만
韓国旅行 韓国のお祭り,韓国はトラブルしかないやろ,2023,한국은 문제만 있는 나라잖아
韓国旅行 韓国のお祭り,韓国旅行安くなりそうなコメ欄でありがたい,2023,한국여행 싸게 갈 수 있을 것 같은 코멘트로 고마워요!
韓国旅行 韓国のお祭り,なんで敵国に好き好んでトラブルに遭いに行くのか理解できん 里帰りかな,2023,왜 적국에 가서 괜히 고생하는 건지 이해가 안 돼. 고향으로 돌아가는 건가?
韓国旅行 韓国のお祭り,行かなければいいね笑,2023,안 가면 좋겠네요 ㅎㅎㅎㅎㅎㅎ
韓国旅行 韓国のお祭り,行かないのが一番安全なのでは,2023,가지 않는 것이 가장 안전하지 않을까
韓国旅行 韓国のお祭り,歴史認識のトラブルは世界一ですね 慰安婦は強制連行じゃないですよ,2023,역사 인식의 문제는 세계 최고입니다 위안부는 강제연행이 아닙니다!
韓国旅行 韓国のお祭り,買い物して商品受け取ったらすぐに中身を確認する買った服と違う売れないサイズが袋に入ってた あと日本に直接届けてもらうのはやめた方がいい食べ物なら賞味期限きれた物が届いたりする,2023,"쇼핑을 하고 물건을 받으면 바로 내용물을 확인한다 구입한 옷과 다른 사이즈의 옷이 들어있거나, 판매되지 않는 사이즈가 들어있거나, 일본으로 직접 배송을 받으면 유통기한이 지난 음식이 도착하는 경우가 있다."
韓国旅行 韓国のお祭り,韓国に行きたいと思ってる人向けの動画なのにキモい嫌韓ジジイ共が行かなければいいのではとか行かないから大丈夫とかコメントしててキツいわブラウザバックって知ってるか 韓国に行きたいと思ってる人にはすごくタメになる動画だと思います,2023,"한국에 가고 싶어하는 사람들을 위한 영상인데도 불구하고, 역겨운 혐한 아저씨들이 가면 안 가면 안 되는 거 아니냐, 안 가니까 괜찮다, 댓글 달아서 힘들다, 브라우저 백을 아시나요, 한국에 가고 싶어하는 사람들에게는 굉장히 유익한 영상이라고 생각합니다."
韓国旅行 韓国のお祭り,そんな国に行かないほうが良いと思います,2023,그런 나라에는 가지 않는 것이 좋다고 생각합니다
韓国旅行 韓国のお祭り,行きたくないわ,2023,가고 싶지 않아요
韓国旅行 韓国のお祭り,南朝鮮韓国へ行くこと自体が間違いなんだが異論は認めない ハロウィン快楽殺人事件を無かったことにするな,2023,한국으로 가는 것 자체가 잘못이지만 이의를 제기하지 않는다 할로윈 쾌락 살인 사건을 없었던 일로 만들지 마라.
韓国旅行 韓国のお祭り,行かなきゃ良い,2023,가야만 한다
韓国旅行 韓国のお祭り,トラブルより衛生面が無理すぐに高熱でダウンするペンヅァルって薬が効きますよ 行かない方が吉,2023,트러블보다 위생이 안 돼서 금방 고열로 쓰러지는 펜잘이라는 약이 효과가 있어요 가지 않는 것이 좋습니다.
韓国旅行 韓国のお祭り,仁川国際空港に入ってる免税店で名札の裏に貼って隠してある違うやつのバーコードうたれてぼったくられたわw レシート見る習慣なかったんです 日本に帰国してレシート置いといたら韓国人夫にこんなの買ってないでしょうって言われたw,2023,인천공항에 있는 면세점에서 명찰 뒤에 숨겨져 있는 다른 물건의 바코드를 보고 바가지 씌워서 바가지를 씌웠어요 w 영수증 보는 습관이 없어서 일본에 귀국해서 영수증 남겨두었더니 한국인 남편이 이런 거 안 샀을 거라고 하더군요 w
韓国旅行 韓国のお祭り,辛いからくだすのでなく素材が腐敗しているから辛さで誤魔化しているそれは昔から不衛生だから唐辛子で誤魔化すようになったんです,2023,매워서 매운 것이 아니라 재료가 썩어서 매운 것으로 속이는 것. 예로부터 비위생적이기 때문에 고추로 속이게 된 것이다.
韓国旅行 韓国のお祭り,行くなら下記で検索して 韓国旅行を考えている日本人の皆様へ,2023,"한국여행을 생각하고 있는 일본인 여러분, 아래에서 검색해 보세요."
韓国旅行 韓国のお祭り,黒いタクシーは模範タクシーですちょっと高いけど安全です現地の日本人の方に教えてもらいました,2023,검은색 택시는 모범택시입니다 조금 비싸지만 안전하다고 현지 일본인이 알려주었습니다.
韓国旅行 韓国のお祭り,まず行ってはいけない国やろこんなところ,2023,먼저 가지 말아야 할 나라 이런 곳
韓国旅行 韓国のお祭り,値段が書いてないものは購入注文する前に値段を必ず確認することそんな高くないだろうなんて思い込みで注文したら会計時に何万円も請求されます,2023,가격이 적혀있지 않은 물건은 주문하기 전에 반드시 가격을 확인해야 한다 그렇게 비싸지 않을 거라는 생각으로 주문했다가 계산할 때 수만 원이 청구될 수 있다.
韓国旅行 韓国のお祭り,こんなばっちーとこなぜ行くんねん,2023,이런 엉뚱한 곳에 왜 가냐?
韓国旅行 韓国のお祭り,そこまでして行くような国なのか,2023,그렇게까지 할 수 있는 나라인가?
